Fylkesnummer,Fylkesnavn,Kommunenummer,Kommunenavn,Virksomhet,Org nummer,Offisiell nettside,Bransje,UU Status,Antall brudd,Sist oppdatert
03,Oslo,0301,Oslo,Geonorge,,geonorge.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Se eiendom,,seeiendom.kartverket.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Statistisk sentralbyrå (SSB),971526920,ssb.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,SSB Statistikkbanken,,ssb.no/statistikkbanken,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Kommunefakta SSB,,ssb.no/kommunefakta,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Patentstyret,971526157,patentstyret.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Klagenemnda for industrielle rettigheter (KFIR),984016288,kfir.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Akkreditering,986028307,akkreditert.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Justervesenet,974761211,justervesenet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Standard Norge,985697658,standard.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Nasjonal kommunikasjonsmyndighet (Nkom),974446871,nkom.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Medietilsynet,974760886,medietilsynet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Norsk rikskringkasting AS (NRK),976389122,nrk.no,Media,Ikke testet,,
03,Oslo,0301,Oslo,NRK Lisensavdelingen,,nrk.no/lisens,Media,Ikke testet,,
03,Oslo,0301,Oslo,TV 2 AS,979484534,tv2.no,Media,Ikke testet,,
03,Oslo,0301,Oslo,Mediebedriftenes Landsforening,938213522,mediebedriftene.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Presseforbund,971415890,presse.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Journalistlag,971417330,nj.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Redaktørforening,970151827,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Pressens Faglige Utvalg (PFU),,pfu.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Datatilsynet,974761467,datatilsynet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Personvernnemnda,985827688,personvernnemnda.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Nasjonal sikkerhetsmyndighet (NSM),985660017,nsm.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Nasjonalt cybersikkerhetssenter (NCSC),,nsm.no/ncsc,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,NorSIS - Norsk senter for informasjonssikring,985821585,norsis.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,KiNS - Kommunal informasjonssikkerhet,,kins.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Direktoratet for samfunnssikkerhet og beredskap (DSB),974760983,dsb.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Hovedredningssentralen Sør-Norge,,hovedredningssentralen.no/sor,Beredskap,Ikke testet,,
18,Nordland,1804,Bodø,Hovedredningssentralen Nord-Norge,,hovedredningssentralen.no/nord,Beredskap,Ikke testet,,
03,Oslo,0301,Oslo,Redningsselskapet,959367139,telemarkfylke.no,Beredskap,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Luftambulanse AS,985815798,luftambulanse.no,Beredskap,Ikke testet,,
03,Oslo,0301,Oslo,Luftambulansetjenesten HF,883868332,luftambulanse.no,Beredskap,Ikke testet,,
03,Oslo,0301,Oslo,Nasjonalt kompetansesenter for legevaktmedisin (NKLM),,nklm.no,Helse,Ikke testet,,
03,Oslo,0301,Oslo,Stiftelsen SERAF,,seraf.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,HELFO - Helseøkonomiforvaltningen,889640782,helfo.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Pasient- og brukerombudet,889640782,pasientogbrukerombudet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Pasientreiser HF,991324968,pasientreiser.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Pasientskadenemda,984066091,pasientskadenemnda.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Helsepersonellnemda,984006367,helsepersonellnemnda.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Apotekforeningen,967648103,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Sykehusapotekene HF,983044768,sfrykehusapotekene.no,Helse,Ikke testet,,
03,Oslo,0301,Oslo,Statkraft AS,987059699,statkraft.no,Energi,Ikke testet,,
03,Oslo,0301,Oslo,Statnett SF,962986633,statnett.no,Energi,Ikke testet,,
03,Oslo,0301,Oslo,Hafslund AS,912855327,hafslund.no,Energi,Ikke testet,,
03,Oslo,0301,Oslo,Hafslund Eco AS,983529323,hafslundeco.no,Energi,Ikke testet,,
03,Oslo,0301,Oslo,Fortum Oslo Varme AS,924376803,fortum.no,Energi,Ikke testet,,
46,Vestland,4601,Bergen,BKK AS,976944801,bkk.no,Energi,Ikke testet,,
46,Vestland,4601,Bergen,BKK Nett AS,976944828,bkk.no/nett,Energi,Ikke testet,,
50,Trøndelag,5001,Trondheim,TrønderEnergi AS,980417824,trfronderenergi.no,Energi,Ikke testet,,
50,Trøndelag,5001,Trondheim,Tensio TS AS (TrønderEnergi Nett),,tensio.no,Energi,Ikke testet,,
11,Rogaland,1103,Stavanger,Lyse AS,980335216,lyse.no,Energi,Ikke testet,,
11,Rogaland,1103,Stavanger,Lyse Elnett AS,980330944,lnett.no,Energi,Ikke testet,,
42,Agder,4207,Kristiansand,Agder Energi AS,981952324,ae.no,Energi,Ikke testet,,
42,Agder,4207,Kristiansand,Agder Energi Nett AS,982974011,telemarkfylke.no,Energi,Ikke testet,,
33,Buskerud,3301,Drammen,Glitre Energi AS,982110444,glitreenergi.no,Energi,Ikke testet,,
34,Innlandet,3403,Hamar,Eidsiva Energi AS,983962801,eidsfriva.no,Energi,Ikke testet,,
34,Innlandet,3403,Hamar,Elvia AS,980489698,elvia.no,Energi,Ikke testet,,
15,Møre og Romsdal,1508,Ålesund,Tafjord Kraft AS,980219155,telemarkfylke.no,Energi,Ikke testet,,
18,Nordland,1804,Bodø,SKS Produksjon AS,966025775,sfrks.no,Energi,Ikke testet,,
18,Nordland,1804,Bodø,Nordkraft AS,983484955,nordkraft.no,Energi,Ikke testet,,
55,Troms,5501,Tromsø,Troms Kraft AS,979188680,tromskraft.no,Energi,Ikke testet,,
56,Finnmark,5403,Alta,Finnmark Kraft AS,996423159,finnmarkkraft.no,Energi,Ikke testet,,
03,Oslo,0301,Oslo,NVE - Norges vassdrags- og energidirektorat,970205039,nve.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,RME - Reguleringsmyndigheten for energi,970205039,nve.no/rme,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Energi Norge,971436030,energinorge.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Distriktsenergi,,distriktsenergi.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Fornybar Norge,971436030,fornybar.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norwea - Norsk Vindenergiforening,892689812,norwea.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Solenergiforening,984262463,solenergi.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Zero Emission Resource Organisation (ZERO),985215788,zero.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Bellona Foundation,952578239,bellona.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Klimastiftelsen,,klimastiftelsen.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Miljøstiftelsen,,miljostiftelsen.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Equinor ASA,923609016,equinor.com,Industri,Ikke testet,,
03,Oslo,0301,Oslo,Aker BP ASA,989795848,akerbp.com,Industri,Ikke testet,,
03,Oslo,0301,Oslo,Vår Energi AS,918780862,varenergi.no,Industri,Ikke testet,,
03,Oslo,0301,Oslo,DNO ASA,921482957,dno.no,Industri,Ikke testet,,
03,Oslo,0301,Oslo,Norsk olje og gass,955966243,norskoljefroggass.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,INTSOK (Norwegian Energy Partners),,intsok.com,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Offshore Norge,955966243,offshore.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Industri,970163519,norskindustri.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Teknologi,971409571,norsktekfrnologi.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Nelfo,971409589,nelfo.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Byggenæringens Landsforening (BNL),910509538,bnl.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Entreprenørforeningen Bygg og Anlegg (EBA),971396024,eba.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Maskinentreprenørenes Forbund (MEF),970401591,mef.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Rådgivende Ingeniørers Forening (RIF),971276870,rif.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Arkitektbedriftene i Norge,971269030,arkitektbedriftene.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norske arkitekters landsforbund (NAL),970307471,arkitektfrytten.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Design og arkitektur Norge (DOGA),983609362,doga.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norges teknisk-naturvitenskapelige universitet (NTNU),974767880,ntnu.no,Utdanning,Ikke testet,,
03,Oslo,0301,Oslo,SINTEF AS,950037687,sintef.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,SINTEF Energi AS,939350675,sintefenergi.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,SINTEF Ocean AS,937357370,sintef.no/ocean,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,SINTEF Manufacturing AS,988029706,sintef.no/manufacturing,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,SINTEF Community,,sintef.no/community,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,SINTEF Digital,,sintef.no/digital,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,Simula Research Laboratory,986029968,simula.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,IFE - Institutt for energiteknikk,959432538,ife.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,FFI - Forsvarets forskningsinstitutt,970961421,ffi.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,NIBIO - Norsk institutt for bioøkonomi,988983837,nibio.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,Veterinærinstituttet,970955453,vetinst.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,NIVA - Norsk institutt for vannforskning,855869942,niva.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,NILU - Norsk institutt for luftforskning,941705561,nilu.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,NGI - Norges Geotekniske Institutt,958254318,ngi.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,NGU - Norges geologiske undersøkelse,870634562,ngu.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,Havforskningsinstituttet,971349077,hi.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,Nofima AS,989278835,nofima.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,NORCE Norwegian Research Centre,919408049,norfrce.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,CICERO - Senter for klimaforskning,971274190,cicero.oslo.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,NUPI - Norsk utenrikspolitisk institutt,969303089,nupi.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,PRIO - Institutt for fredsforskning,959161946,pfrrio.org,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,Fafo - Forskningsstiftelsen,971406003,fafo.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,ISF - Institutt for samfunnsforskning,954353822,isfr.samfunnsforskning.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,NIFU - Nordisk institutt for studier av innovasjon,,nifu.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,Framsenteret - Nordområdesenter,,framsenteret.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,Polarinstituttet,971022612,npolar.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,Bjerknessenteret for klimaforskning,,bjerknes.uib.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,CEES - Senter for økologisk og evolusjonær syntese,,cees.uio.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Romsenter,886028482,romsenter.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,Andøya Space AS,946812558,andoyaspace.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,Kongsberg Satellite Services AS (KSAT),985572694,ksat.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,NHO - Næringslivets Hovedorganisasjon,955600436,nho.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Virke - Hovedorganisasjonen,971032146,virke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Spekter - Arbeidsgiverforeningen,980335524,spekter.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,LO - Landsorganisasjonen i Norge,971032X,lo.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Unio - Hovedorganisasjonen for universitets- og høyskoleutdannede,976891215,unio.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,YS - Yrkesorganisasjonenes Sentralforbund,871029102,ys.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Akademikerne,971339403,akademikerne.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Sykepleierforbund,971049537,nsf.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Utdanningsforbundet,954475087,utdanningsforbundet.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Fellesorganisasjonen (FO),971471154,fo.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Fagforbundet,953208809,fagforbundet.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Kommunikasjonsforeningen,,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norges Kommunerevisorforbund,,nkrf.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Forum for offentlig service,,fos.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk forening for offentlig anskaffelser (NFOA),,nfoa.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,DFØ - Direktoratet for forvaltning og økonomistyring,983887373,dfo.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Statens innkjøpssenter,,anskaffelser.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Anskaffelser.no - Veileder offentlige anskaffelser,,anskaffelser.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,DIFI (nå Digdir),991825827,difi.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Statens vegvesen region øst,971032081,vegvesen.no/ost,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Statens vegvesen region sør,971032081,vegvesen.no/sor,Transport,Ikke testet,,
46,Vestland,4601,Bergen,Statens vegvesen region vest,971032081,vegvesen.no/vest,Transport,Ikke testet,,
50,Trøndelag,5001,Trondheim,Statens vegvesen region midt,971032081,vegvesen.no/midt,Transport,Ikke testet,,
18,Nordland,1804,Bodø,Statens vegvesen region nord,971032081,vegvesen.no/nord,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Vegtrafikksentralen øst,,vegvesen.no/vts-ost,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Vegtrafikksentralen vest,,vegvesen.no/vts-vest,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Vegtrafikksentralen midt,,vegvesen.no/vts-midt,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Vegtrafikksentralen nord,,vegvesen.no/vts-nord,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Trafikkstasjoner (oversikt),,vegvesen.no/trafikkstasjoner,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Førerkort og kjøretøy,,vegvesen.no/forerkort,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Fjelloverganger,,telemarkfylke.no/fjelloverganger,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Veier24.no,,veier24.no,Transport,Ikke testet,,
03,Oslo,0301,Oslo,yr.no - Meteorologisk institutt,971274042,yr.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Meteorologisk institutt,971274042,met.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,varsom.no - Varslingstjenesten,,varsom.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,NVE - Snøskredvarsel,,varsom.no/snoskredvarsel,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,NVE - Flomvarsel,,varsom.no/flomvarsel,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,senorge.no,,senorge.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,SeKart,,sekart.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Sjøkartverket,,kartverket.no/sjo,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,BarentsWatch,,barentswatch.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Fiskeridirektoratet,971203420,fiskeridir.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Fiskeridirektoratet region Sør,,fiskeridir.no/sor,Statlig forvaltning,Ikke testet,,
46,Vestland,4601,Bergen,Fiskeridirektoratet region Vest,,fiskeridir.no/vest,Statlig forvaltning,Ikke testet,,
50,Trøndelag,5001,Trondheim,Fiskeridirektoratet region Midt,,fiskeridir.no/midt,Statlig forvaltning,Ikke testet,,
55,Troms,5501,Tromsø,Fiskeridirektoratet region Nord,,fiskeridir.no/nord,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Kystvakten (Forsvaret),986105174,telemarkfylke.no,Forsvar,Ikke testet,,
03,Oslo,0301,Oslo,Kystjegerkommandoen,,telemarkfylke.no,Forsvar,Ikke testet,,
03,Oslo,0301,Oslo,Sjøforsvaret,986105182,telemarkfylke.no,Forsvar,Ikke testet,,
03,Oslo,0301,Oslo,Norges Fiskarlag,938469148,fiskarlaget.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norges Kystfiskarlag,,nfrorgeskystfiskarlag.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Fiskebåt - Fiskebåtredernes Forbund,939469164,fiskebat.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Sjømat Norge,970174003,sjomatnorge.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Sjøoffisersforbund,970167521,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Sjømannsforbund,970167513,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Rederienes Landsforening,971235539,rederi.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norges Rederiforbund,939536986,rederi.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk maritim kompetanse,,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Maritimt Forum,985421290,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Stortinget,971524359,stortinget.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Stortingets administrasjon,971524359,stortinget.no/admin,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Stortingets ombudsmann for forvaltningen (Sivilombudet),974760908,sivilombudet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Riksrevisjonen,974761246,riksrevisjonen.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Norges institusjon for menneskerettigheter (NIM),976098725,nhri.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,EOS-utvalget,971299685,eos-utvalget.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Kontrollutvalget for kommunikasjonskontroll,,telemarkfylke.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Ombudsmannsnemnda for Forsvaret,,telemarkfylke.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Innstillingsrådet for dommere,,innstillingsraadet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Tilsynsutvalget for dommere,988029242,telemarkfylke.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Domstolkommisjonen,,domstolkommisjonen.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Disiplinærnemnden for advokater,,telemarkfylke.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Advokatbevillingsnemnden,,telemarkfylke.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Gjeldsordningsloven - kommunale enheter,,telemarkfylke.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Voldsoffererstatning (Kontoret for),993420970,voldsoffererstatning.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Erstatningsnemnda for voldsofre,,telemarkfylke.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Statens sivilrettsforvaltning,986187243,sivilrett.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Vergemålsavdelingen,,vergemal.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Tilskudd.no - DFØs tilskuddsportal,983887373,tilskudd.dfo.no,Tilskuddsportal,Ikke testet,,
03,Oslo,0301,Oslo,Helsedirektoratets tilskuddsordninger,983544622,helsedirektoratet.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Bufdir tilskuddsordninger,986128433,bufdir.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,IMDi tilskuddsordninger,987879696,imdi.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Utdanningsdirektoratets tilskudd,970018131,udir.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Kulturrådet tilskuddsordninger,971527412,kulturradet.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Norsk filminstitutt tilskudd,976029100,nfi.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Miljødirektoratets tilskudd,999601391,miljodirektoratet.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Riksantikvaren tilskudd,974760819,riksantikvaren.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Norsk kulturminnefond,985980101,telemarkfylke.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Frifond - LNU,970162965,frifond.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Stiftelsen Dam,971405020,telemarkfylke.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Sparebankstiftelsen DNB,982391490,sparebankstiftelsen.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Gjensidigestiftelsen,985882169,gjensidigestiftelsen.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Kavlifondet,958392983,kavfrlifondet.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,UNI-stiftelsen (Unifor),971035838,telemarkfylke.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Cultiva - Kristiansand kommunes energiverkstiftelse,984063702,cultiva.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Bergesenstiftelsen,974345025,berfrgesenstiftelsen.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Fritt Ord,971021594,ffrittord.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Tipping - Grasrotandelen,982480650,telemarkfylke.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Extrastiftelsen (nå Stiftelsen Dam),971405020,extrastiftelsen.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Landbruksdirektoratets tilskudd,981544315,landbruksdirektoratet.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Enova tilskudd,983609155,enova.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Husbanken tilskudd,942110286,husbanken.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Diku/HK-dir tilskudd,986339523,diku.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Forskningsrådet tilskudd,970141669,forskningsradet.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,KORO - Kunst i offentlige rom tilskudd,976321644,koro.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Språkrådet tilskudd,971527106,sprakradet.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Lotteri- og stiftelsestilsynet tilskudd,982391490,lottstift.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Unge funksjonshemmedes tilskudd,970176918,telemarkfylke.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Norges idrettsforbund tilskudd,947975072,idrettsforbundet.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Norsk musikkråd tilskudd,971273383,telemarkfylke.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Kulturtanken - Den kulturelle skolesekken,917241000,kulturtanken.no,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,UD tilskuddsordninger,972417904,regjeringen.no/ud/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Norad tilskudd,971277882,norad.no/tilskudd,Tilskuddsforvalter,Ikke testet,,
03,Oslo,0301,Oslo,Entur AS,917422575,entur.no,Kollektivtransport,Ikke testet,,
03,Oslo,0301,Oslo,Ruter AS,991609407,ruter.no,Kollektivtransport,Ikke testet,,
03,Oslo,0301,Oslo,Sporveien AS,984963255,sporveien.com,Kollektivtransport,Ikke testet,,
03,Oslo,0301,Oslo,Unibuss AS,966010669,unibuss.no,Kollektivtransport,Ikke testet,,
46,Vestland,4601,Bergen,Skyss (Vestland fylkeskommune),971045698,skyss.no,Kollektivtransport,Ikke testet,,
46,Vestland,4601,Bergen,Tide Buss AS,912256286,tide.no,Kollektivtransport,Ikke testet,,
